Wall time,Step,Value
1587740301.1030278,2873390,-0.4375
1587740638.3882883,2876629,-0.3125
1587741153.4311013,2881966,-0.34375
1587741521.311499,2886012,-0.5625
1587741944.9621305,2891440,-0.65625
1587742008.6190987,2892371,-0.53125
1587742600.9380593,2898103,-0.546875
1587742788.0814419,2900151,-0.703125
1587742896.1943233,2901282,-0.609375
1587744829.96954,2920462,-0.453125
1587744894.5542133,2920961,-0.4375
1587745353.499735,2925051,-0.59375
1587745453.4630864,2925941,-0.390625
1587745758.3839154,2929053,-0.515625
1587746051.7358787,2931727,-0.484375
1587747521.8752174,2945638,-0.375
1587748482.7711484,2954576,-0.59375
1587749365.1803505,2962428,-0.4375
1587749599.262169,2964522,-0.484375
1587749941.5579045,2967366,-0.375
1587749963.9291177,2967547,-0.578125
1587750154.6893976,2969487,-0.4375
1587750224.1319203,2970020,-0.375
1587750407.0680127,2972373,-0.40625
1587752404.98195,2990086,-0.5
1587752639.9181619,2992139,-0.5625
1587752686.887024,2992553,-0.234375
1587752744.837323,2993392,-0.484375
1587752872.334786,2994478,-0.40625
1587753529.968145,3000661,-0.421875
1587754268.9255266,3007974,-0.40625
1587754379.6167362,3009226,-0.328125
1587754795.2331476,3012859,-0.515625
1587755196.0707574,3016327,-0.46875
1587755616.460004,3019854,-0.5
1587756021.0429409,3024023,-0.234375
1587756022.1282196,3024106,-0.3125
1587756600.0713108,3029301,-0.390625
1587756637.1769445,3029635,-0.515625
1587756793.292012,3030843,-0.359375
1587756955.3159897,3032234,-0.53125
1587756996.9848537,3032409,-0.46875
1587757269.5498075,3034984,-0.390625
1587757523.3948877,3037498,-0.4375
1587757714.927478,3039554,-0.5625
1587757905.2564974,3041976,-0.546875
1587759395.7419868,3054331,-0.390625
1587759581.057217,3055809,-0.4375
1587759918.328115,3058598,-0.53125
1587760261.6304574,3061883,-0.328125
1587760329.5359044,3062493,-0.34375
1587760616.2270923,3065172,-0.421875
1587761004.2661033,3068522,-0.484375
1587761755.7982962,3075230,-0.4375
